model,press
Amyloid_PET ~ ptau181 + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx,6.195845427
Amyloid_PET ~ ptau181 + Ab_ratio + sex + apoe_binary,6.196035879
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary,6.196652855
Amyloid_PET ~ ptau181 + Ab_ratio + age_at_appointment + time_diff + apoe_binary,6.197933467
Amyloid_PET ~ ptau231 + ptau181 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,6.199057804
Amyloid_PET ~ ptau231 + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary,6.19986922
Amyloid_PET ~ ptau231 + ptau181 + Ab_ratio + age_at_appointment,6.200425008
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,6.201531574
Amyloid_PET ~ ptau231 + ptau181 + NFL + sex + Calculated_Consensus_dx + apoe_binary,6.201569842
Amyloid_PET ~ ptau231 + GFAP + time_diff + Calculated_Consensus_dx + apoe_binary,6.202216384
Amyloid_PET ~ ptau231 + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary,6.202321017
Amyloid_PET ~ ptau231 + GFAP + time_diff + sex + Calculated_Consensus_dx + apoe_binary,6.202452854
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,6.20293163
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + Calculated_Consensus_dx + apoe_binary,6.203874504
Amyloid_PET ~ ptau181 + Ab_ratio + time_diff + sex + apoe_binary,6.203992112
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary,6.206901161
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,6.207144385
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,6.209484729
Amyloid_PET ~ ptau181 + Ab_ratio + Calculated_Consensus_dx + apoe_binary,6.210204041
Amyloid_PET ~ ptau181 + GFAP + NFL + time_diff + Calculated_Consensus_dx,6.210735069
Amyloid_PET ~ ptau181 + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,6.211288189
Amyloid_PET ~ ptau181 + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,6.211489196
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_binary,6.212248734
Amyloid_PET ~ ptau231 + GFAP + NFL + sex + Calculated_Consensus_dx + apoe_binary,6.212293121
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary,6.21236938
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx,6.213298501
Amyloid_PET ~ ptau181 + GFAP + NFL + time_diff + sex + Calculated_Consensus_dx,6.213761093
Amyloid_PET ~ ptau231 + ptau181 + NFL + age_at_appointment + time_diff + sex + apoe_binary,6.213983793
Amyloid_PET ~ ptau231 + GFAP + NFL + Calculated_Consensus_dx + apoe_binary,6.213998345
Amyloid_PET ~ ptau231 + ptau181 + NFL + age_at_appointment + time_diff + apoe_ternary,6.214174485
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + apoe_ternary,6.214331229
Amyloid_PET ~ ptau231 + ptau181 + Ab_ratio + age_at_appointment + time_diff,6.214524213
Amyloid_PET ~ ptau181 + GFAP + time_diff + Calculated_Consensus_dx,6.21645397
Amyloid_PET ~ ptau231 + GFAP + sex + Calculated_Consensus_dx + apoe_binary,6.217602347
Amyloid_PET ~ ptau181 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,6.217933958
Amyloid_PET ~ ptau231 + ptau181 + NFL + Ab_ratio + age_at_appointment,6.218326153
Amyloid_PET ~ ptau231 + GFAP + Calculated_Consensus_dx + apoe_binary,6.21865163
Amyloid_PET ~ ptau231 + ptau181 + time_diff + Calculated_Consensus_dx + apoe_binary,6.218906202
Amyloid_PET ~ ptau181 + GFAP + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx,6.219567316
Amyloid_PET ~ ptau181 + GFAP + time_diff + sex + Calculated_Consensus_dx,6.219750775
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + sex + Calculated_Consensus_dx,6.21983117
Amyloid_PET ~ ptau231 + GFAP + NFL + age_at_appointment + sex + apoe_ternary,6.219943968
Amyloid_PET ~ ptau181 + Ab_ratio + sex + Calculated_Consensus_dx,6.220600885
Amyloid_PET ~ ptau231 + GFAP + NFL + age_at_appointment + apoe_ternary,6.221611724
Amyloid_PET ~ ptau181 + Ab_ratio + time_diff + sex + Calculated_Consensus_dx,6.222051065
Amyloid_PET ~ ptau231 + ptau181 + Ab_ratio,6.222156252
Amyloid_PET ~ ptau231 + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary,6.222852629
Amyloid_PET ~ ptau181 + GFAP + NFL + age_at_appointment + sex + Calculated_Consensus_dx,6.223832944
Amyloid_PET ~ ptau231 + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,6.224053198
Amyloid_PET ~ ptau231 + ptau181 + Ab_ratio + time_diff,6.224362119
Amyloid_PET ~ ptau231 + ptau181 + NFL + Ab_ratio,6.224544402
Amyloid_PET ~ ptau231 + ptau181 + age_at_appointment + apoe_binary,6.224879023
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx,6.224992883
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + time_diff + apoe_ternary,6.226314516
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,6.22731138
Amyloid_PET ~ ptau181 + GFAP + NFL + age_at_appointment + Calculated_Consensus_dx,6.228260565
Amyloid_PET ~ ptau231 + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary,6.228699815
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,6.228704433
Amyloid_PET ~ ptau231 + ptau181 + NFL + Ab_ratio + time_diff,6.229397589
Amyloid_PET ~ ptau231 + ptau181 + Calculated_Consensus_dx + apoe_binary,6.229555439
Amyloid_PET ~ ptau231 + ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff,6.232131365
Amyloid_PET ~ ptau181 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx,6.232553373
Amyloid_PET ~ ptau181 + GFAP + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,6.233195994
Amyloid_PET ~ ptau231 + GFAP + NFL + age_at_appointment + time_diff + apoe_ternary,6.234187777
Amyloid_PET ~ ptau231 + ptau181 + NFL + time_diff + Calculated_Consensus_dx + apoe_binary,6.23442533
Amyloid_PET ~ ptau231 + GFAP + NFL + age_at_appointment + time_diff + sex + apoe_ternary,6.23482315
Amyloid_PET ~ ptau181 + GFAP + Calculated_Consensus_dx,6.235137285
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary,6.235370128
Amyloid_PET ~ ptau181 + GFAP + age_at_appointment + sex + Calculated_Consensus_dx,6.236335139
Amyloid_PET ~ ptau181 + GFAP + sex + Calculated_Consensus_dx,6.23717565
Amyloid_PET ~ ptau181 + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,6.237440639
Amyloid_PET ~ ptau181 + GFAP + NFL + Calculated_Consensus_dx,6.237729885
Amyloid_PET ~ ptau181 + GFAP + age_at_appointment + Calculated_Consensus_dx,6.238212993
Amyloid_PET ~ ptau181 + GFAP + NFL + sex + Calculated_Consensus_dx,6.239298767
Amyloid_PET ~ ptau181 + Ab_ratio + apoe_ternary,6.240764319
Amyloid_PET ~ ptau231 + Ab_ratio + age_at_appointment + sex + apoe_ternary,6.240940398
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary,6.241414164
Amyloid_PET ~ ptau231 + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,6.241525125
Amyloid_PET ~ ptau231 + ptau181 + age_at_appointment + time_diff + apoe_binary,6.242198946
Amyloid_PET ~ ptau181 + Ab_ratio + age_at_appointment + sex,6.242314847
Amyloid_PET ~ ptau231 + ptau181 + NFL + Calculated_Consensus_dx + apoe_binary,6.242382877
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + apoe_binary,6.243582039
Amyloid_PET ~ ptau231 + ptau181 + NFL + age_at_appointment + apoe_binary,6.246522882
Amyloid_PET ~ ptau181 + Ab_ratio + time_diff + apoe_ternary,6.248569415
Amyloid_PET ~ ptau181 + GFAP + NFL + age_at_appointment + time_diff,6.248932526
Amyloid_PET ~ ptau181 + GFAP + NFL + age_at_appointment + sex,6.250218013
Amyloid_PET ~ ptau181 + GFAP + NFL + age_at_appointment + time_diff + sex,6.250382277
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + apoe_ternary,6.251079267
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + sex + apoe_ternary,6.251729513
Amyloid_PET ~ ptau181 + GFAP + NFL + age_at_appointment,6.252287606
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + time_diff + apoe_binary,6.252775127
Amyloid_PET ~ ptau181 + GFAP + NFL + time_diff,6.253305505
Amyloid_PET ~ ptau181 + GFAP + time_diff,6.253871782
Amyloid_PET ~ ptau231 + ptau181 + sex + apoe_ternary,6.254179733
Amyloid_PET ~ ptau231 + ptau181 + time_diff + sex + apoe_ternary,6.254757153
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + age_at_appointment + sex,6.258250169
Amyloid_PET ~ ptau181 + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,6.259218698
Amyloid_PET ~ ptau181 + GFAP + NFL + time_diff + sex,6.260002173
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,6.260141468
Amyloid_PET ~ ptau181 + GFAP + time_diff + sex,6.260268111
Amyloid_PET ~ ptau181 + GFAP + age_at_appointment + time_diff,6.260497045
Amyloid_PET ~ ptau181 + Ab_ratio + age_at_appointment + time_diff + sex,6.260847689
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + age_at_appointment + sex + apoe_ternary,6.261265267
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,6.261332315
Amyloid_PET ~ ptau181 + GFAP + age_at_appointment + sex,6.26142426
Amyloid_PET ~ ptau181 + GFAP + age_at_appointment,6.261752276
Amyloid_PET ~ ptau231 + ptau181 + NFL + sex + apoe_ternary,6.262505454
Amyloid_PET ~ ptau181 + GFAP + age_at_appointment + time_diff + sex,6.263407677
Amyloid_PET ~ ptau231 + ptau181 + NFL + age_at_appointment + time_diff + apoe_binary,6.263903521
Amyloid_PET ~ ptau231 + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,6.264095182
Amyloid_PET ~ ptau231 + GFAP + NFL + age_at_appointment + sex + apoe_binary,6.264512996
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + time_diff + apoe_ternary,6.265469521
Amyloid_PET ~ ptau231 + ptau181 + NFL + time_diff + sex + apoe_ternary,6.265597462
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + time_diff + sex + apoe_ternary,6.268155658
Amyloid_PET ~ ptau181 + Ab_ratio + age_at_appointment + Calculated_Consensus_dx,6.268967661
Amyloid_PET ~ ptau181 + Ab_ratio + apoe_binary,6.269594823
Amyloid_PET ~ ptau181 + GFAP,6.27028868
Amyloid_PET ~ ptau231 + Ab_ratio + Calculated_Consensus_dx + apoe_binary,6.271119124
Amyloid_PET ~ ptau231 + GFAP + NFL + age_at_appointment + apoe_binary,6.271385971
Amyloid_PET ~ ptau231 + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,6.271388498
Amyloid_PET ~ ptau181 + age_at_appointment + sex + apoe_ternary,6.27241201
Amyloid_PET ~ ptau181 + Ab_ratio + time_diff + apoe_binary,6.274179447
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary,6.27419686
Amyloid_PET ~ ptau181 + GFAP + sex,6.274210178
Amyloid_PET ~ ptau231 + GFAP + NFL + age_at_appointment + time_diff + sex + apoe_binary,6.274923386
Amyloid_PET ~ ptau181 + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,6.276064766
Amyloid_PET ~ ptau181 + GFAP + NFL,6.276519187
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff + sex,6.276532783
Amyloid_PET ~ ptau231 + Ab_ratio + age_at_appointment + sex + apoe_binary,6.277355868
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,6.278243865
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + sex,6.278368191
Amyloid_PET ~ ptau231 + GFAP + NFL + age_at_appointment + time_diff + apoe_binary,6.278527812
Amyloid_PET ~ ptau181 + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,6.279073457
Amyloid_PET ~ ptau181 + GFAP + NFL + sex,6.28039682
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,6.283102816
Amyloid_PET ~ ptau181 + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx,6.283148858
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx,6.283436272
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,6.284379675
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + Calculated_Consensus_dx,6.285072998
Amyloid_PET ~ ptau231 + ptau181 + time_diff + sex + apoe_binary,6.285242757
Amyloid_PET ~ ptau231 + ptau181 + time_diff + apoe_ternary,6.286714405
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + time_diff + sex,6.287813222
Amyloid_PET ~ ptau231 + ptau181 + apoe_ternary,6.288371263
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx,6.288804924
Amyloid_PET ~ ptau231 + ptau181 + sex + apoe_binary,6.289155969
Amyloid_PET ~ ptau181 + Ab_ratio + sex,6.289709906
Amyloid_PET ~ ptau181 + Ab_ratio + time_diff + Calculated_Consensus_dx,6.29075684
Amyloid_PET ~ ptau231 + ptau181 + age_at_appointment + sex + Calculated_Consensus_dx,6.290958882
Amyloid_PET ~ ptau181 + Ab_ratio + Calculated_Consensus_dx,6.291510301
Amyloid_PET ~ ptau231 + ptau181 + NFL + apoe_ternary,6.293082604
Amyloid_PET ~ ptau231 + GFAP + NFL + time_diff + apoe_ternary,6.29332023
Amyloid_PET ~ ptau231 + ptau181 + NFL + time_diff + apoe_ternary,6.294477306
Amyloid_PET ~ ptau181 + age_at_appointment + time_diff + sex + apoe_ternary,6.294847679
Amyloid_PET ~ ptau181 + Ab_ratio + time_diff + sex,6.295867231
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + sex + apoe_ternary,6.29657496
Amyloid_PET ~ ptau231 + ptau181 + NFL + time_diff + sex + apoe_binary,6.296867577
Amyloid_PET ~ ptau231 + GFAP + time_diff + apoe_ternary,6.297205868
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx,6.297274146
Amyloid_PET ~ ptau231 + ptau181 + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,6.297277836
Amyloid_PET ~ ptau181 + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,6.297351095
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + age_at_appointment + sex + apoe_binary,6.297635795
Amyloid_PET ~ ptau231 + ptau181 + NFL + sex + apoe_binary,6.298077791
Amyloid_PET ~ ptau231 + GFAP + NFL + time_diff + Calculated_Consensus_dx,6.298233785
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + sex + apoe_binary,6.298351637
Amyloid_PET ~ ptau181 + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,6.298511729
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,6.299415121
Amyloid_PET ~ ptau231 + Ab_ratio + age_at_appointment + time_diff + sex + apoe_binary,6.299955721
Amyloid_PET ~ ptau231 + Ab_ratio + age_at_appointment + apoe_ternary,6.300043231
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + apoe_binary,6.302805637
Amyloid_PET ~ ptau231 + GFAP + NFL + time_diff + sex + apoe_ternary,6.303174684
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,6.303326895
Amyloid_PET ~ ptau231 + GFAP + apoe_ternary,6.304538287
Amyloid_PET ~ ptau231 + ptau181 + time_diff + sex + Calculated_Consensus_dx,6.304753316
Amyloid_PET ~ ptau231 + GFAP + NFL + time_diff + sex + Calculated_Consensus_dx,6.306160073
Amyloid_PET ~ ptau231 + GFAP + time_diff + sex + apoe_ternary,6.306957797
Amyloid_PET ~ ptau231 + GFAP + NFL + apoe_ternary,6.307489556
Amyloid_PET ~ ptau181 + age_at_appointment + apoe_ternary,6.308457444
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + time_diff + sex + apoe_binary,6.310563743
Amyloid_PET ~ ptau181 + Ab_ratio + age_at_appointment,6.311401522
Amyloid_PET ~ ptau231 + ptau181 + NFL + age_at_appointment + sex + Calculated_Consensus_dx,6.31199838
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + time_diff + apoe_binary,6.312072296
Amyloid_PET ~ ptau231 + GFAP + sex + apoe_ternary,6.312391105
Amyloid_PET ~ ptau181 + age_at_appointment + sex + apoe_binary,6.312922512
Amyloid_PET ~ ptau231 + GFAP + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx,6.312957222
Amyloid_PET ~ ptau231 + GFAP + NFL + sex + apoe_ternary,6.315137608
Amyloid_PET ~ ptau231 + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,6.315369667
Amyloid_PET ~ ptau231 + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx,6.315944976
Amyloid_PET ~ ptau231 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,6.317175965
Amyloid_PET ~ ptau231 + ptau181 + sex + Calculated_Consensus_dx,6.31754487
Amyloid_PET ~ ptau231 + ptau181 + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,6.318074311
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + time_diff + sex + apoe_ternary,6.318967985
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + age_at_appointment + apoe_ternary,6.319705303
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_binary,6.320254714
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,6.320619641
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,6.322825299
Amyloid_PET ~ ptau231 + Ab_ratio + age_at_appointment + time_diff + apoe_ternary,6.323402152
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + age_at_appointment,6.324191113
Amyloid_PET ~ ptau231 + ptau181 + NFL + time_diff + sex + Calculated_Consensus_dx,6.324739658
Amyloid_PET ~ ptau231 + ptau181 + time_diff + apoe_binary,6.325324918
Amyloid_PET ~ ptau231 + GFAP + time_diff + Calculated_Consensus_dx,6.326058881
Amyloid_PET ~ ptau231 + GFAP + NFL + time_diff + apoe_binary,6.327619742
Amyloid_PET ~ ptau181 + age_at_appointment + Calculated_Consensus_dx + apoe_binary,6.327732241
Amyloid_PET ~ ptau231 + GFAP + NFL + age_at_appointment + Calculated_Consensus_dx,6.32800417
Amyloid_PET ~ ptau231 + Ab_ratio + sex + Calculated_Consensus_dx,6.328103068
Amyloid_PET ~ ptau181 + Ab_ratio + age_at_appointment + time_diff,6.328360311
Amyloid_PET ~ ptau231 + Ab_ratio + time_diff + sex + Calculated_Consensus_dx,6.32873952
Amyloid_PET ~ ptau231 + ptau181 + age_at_appointment + Calculated_Consensus_dx,6.328966622
Amyloid_PET ~ ptau231 + GFAP + NFL + age_at_appointment + sex + Calculated_Consensus_dx,6.329402239
Amyloid_PET ~ ptau231 + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,6.329519925
Amyloid_PET ~ ptau181 + age_at_appointment + time_diff + apoe_ternary,6.33044995
Amyloid_PET ~ ptau231 + GFAP + NFL + Calculated_Consensus_dx,6.331317082
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + apoe_ternary,6.33162078
Amyloid_PET ~ ptau231 + ptau181 + apoe_binary,6.33224661
Amyloid_PET ~ ptau231 + ptau181 + NFL + time_diff + apoe_binary,6.333711397
Amyloid_PET ~ ptau231 + ptau181 + age_at_appointment + time_diff + Calculated_Consensus_dx,6.333712205
Amyloid_PET ~ ptau231 + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,6.333996522
Amyloid_PET ~ ptau231 + GFAP + NFL + time_diff + sex + apoe_binary,6.334065241
Amyloid_PET ~ ptau181 + age_at_appointment + time_diff + sex + apoe_binary,6.334173075
Amyloid_PET ~ ptau231 + GFAP + time_diff + apoe_binary,6.334453053
Amyloid_PET ~ ptau231 + GFAP + time_diff + sex + Calculated_Consensus_dx,6.33484237
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx,6.335519971
Amyloid_PET ~ ptau231 + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,6.335968482
Amyloid_PET ~ ptau231 + ptau181 + NFL + sex + Calculated_Consensus_dx,6.336702284
Amyloid_PET ~ ptau231 + ptau181 + NFL + apoe_binary,6.337293153
Amyloid_PET ~ ptau231 + ptau181 + time_diff + Calculated_Consensus_dx,6.337298833
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + sex + apoe_binary,6.337402385
Amyloid_PET ~ ptau231 + GFAP + NFL + sex + Calculated_Consensus_dx,6.337928327
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + sex + Calculated_Consensus_dx,6.339161113
Amyloid_PET ~ ptau181 + NFL + Ab_ratio,6.339855744
Amyloid_PET ~ ptau231 + GFAP + time_diff + sex + apoe_binary,6.340581706
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff,6.340752284
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx,6.342006067
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_ternary,6.343008685
Amyloid_PET ~ ptau231 + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,6.345882538
Amyloid_PET ~ ptau181 + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,6.346156521
Amyloid_PET ~ ptau231 + GFAP + Calculated_Consensus_dx,6.346465415
Amyloid_PET ~ ptau181 + NFL + Ab_ratio + time_diff,6.346694365
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx,6.347510928
Amyloid_PET ~ ptau231 + GFAP + apoe_binary,6.348478226
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + sex + apoe_ternary,6.348611797
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,6.348923465
Amyloid_PET ~ ptau231 + Ab_ratio + age_at_appointment + apoe_binary,6.349204514
Amyloid_PET ~ ptau231 + GFAP + NFL + apoe_binary,6.349377085
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_binary,6.351345043
Amyloid_PET ~ ptau231 + ptau181 + Calculated_Consensus_dx,6.351404363
Amyloid_PET ~ ptau231 + ptau181 + NFL + age_at_appointment + Calculated_Consensus_dx,6.351842335
Amyloid_PET ~ ptau231 + GFAP + sex + apoe_binary,6.352082478
Amyloid_PET ~ ptau231 + GFAP + NFL + sex + apoe_binary,6.352916863
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + time_diff + apoe_ternary,6.353516735
Amyloid_PET ~ ptau231 + Ab_ratio + sex + apoe_ternary,6.353864552
Amyloid_PET ~ ptau231 + GFAP + sex + Calculated_Consensus_dx,6.354123688
Amyloid_PET ~ ptau231 + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,6.35466852
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,6.354923122
Amyloid_PET ~ ptau231 + ptau181 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx,6.356168468
Amyloid_PET ~ ptau231 + ptau181 + NFL + time_diff + Calculated_Consensus_dx,6.356235679
Amyloid_PET ~ ptau181 + Ab_ratio,6.357369989
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + Calculated_Consensus_dx,6.357949914
Amyloid_PET ~ ptau181 + age_at_appointment + apoe_binary,6.358574277
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + time_diff + sex + apoe_binary,6.358670138
Amyloid_PET ~ ptau181 + Ab_ratio + time_diff,6.36012095
Amyloid_PET ~ ptau231 + GFAP + age_at_appointment + sex + Calculated_Consensus_dx,6.3628823
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + time_diff + sex + apoe_ternary,6.363154316
Amyloid_PET ~ ptau181 + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,6.364220948
Amyloid_PET ~ ptau231 + Ab_ratio + time_diff + sex + apoe_ternary,6.365377018
Amyloid_PET ~ ptau231 + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,6.365927767
Amyloid_PET ~ ptau231 + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,6.366597589
Amyloid_PET ~ ptau181 + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,6.367414155
Amyloid_PET ~ ptau181 + NFL + sex + Calculated_Consensus_dx + apoe_ternary,6.367686373
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + age_at_appointment + apoe_binary,6.36849724
Amyloid_PET ~ ptau231 + ptau181 + NFL + Calculated_Consensus_dx,6.368879523
Amyloid_PET ~ ptau181 + sex + Calculated_Consensus_dx + apoe_ternary,6.369420744
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,6.369738654
Amyloid_PET ~ ptau231 + Ab_ratio + age_at_appointment + time_diff + apoe_binary,6.371302604
Amyloid_PET ~ ptau231 + ptau181 + age_at_appointment + sex,6.372687663
Amyloid_PET ~ ptau231 + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,6.375681861
Amyloid_PET ~ ptau231 + NFL + Ab_ratio + sex + apoe_binary,6.377920144
Amyloid_PET ~ ptau181 + age_at_appointment + time_diff + apoe_binary,6.378760605
Amyloid_PET ~ ptau231 + Ab_ratio + age_at_appointment + Calculated_Consensus_dx,6.38116922
Amyloid_PET ~ ptau181 + NFL + age_at_appointment + apoe_binary,6.381895044
Amyloid_PET ~ ptau231 + Ab_ratio + sex + apoe_binary,6.383164824
Amyloid_PET ~ ptau231 + ptau181 + age_at_appointment + time_diff + sex,6.384991062
Amyloid_PET ~ ptau231 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,6.386644292
Amyloid_PET ~ ptau231 + Ab_ratio + time_diff + Calculated_Consensus_dx,6.389549286
